collision           collision_obst       flowtime            makespan             run_time             success         sum_of_dists         max_dist            
0                    0                    335                  17                   0.002                100                  304.0                16.0                
0                    0                    277                  9                    0.001                100                  265.0                9.0                 
0                    0                    240                  10                   0.001                100                  239.0                10.0                
0                    0                    269                  12                   0.001                100                  258.0                11.0                
0                    0                    281                  12                   0.001                100                  266.0                12.0                
0                    0                    270                  12                   0.001                100                  244.0                10.0                
0                    0                    236                  11                   0.001                100                  228.0                11.0                
0                    0                    234                  9                    0.001                100                  220.0                9.0                 
0                    0                    362                  16                   0.001                100                  344.0                13.0                
0                    0                    338                  13                   0.001                100                  311.0                11.0                
0                    0                    368                  14                   0.001                100                  360.0                14.0                
0                    0                    308                  12                   0.001                100                  291.0                10.0                
0                    0                    340                  12                   0.001                100                  320.0                11.0                
0                    0                    316                  13                   0.001                100                  304.0                13.0                
0                    0                    328                  12                   0.001                100                  322.0                12.0                
0                    0                    422                  14                   0.001                100                  399.0                14.0                
0                    0                    271                  11                   0.001                100                  265.0                11.0                
0                    0                    211                  10                   0.001                100                  204.0                10.0                
0                    0                    264                  10                   0.001                100                  243.0                10.0                
0                    0                    239                  9                    0.001                100                  237.0                9.0                 
0                    0                    219                  8                    0.001                100                  207.0                8.0                 
0                    0                    332                  11                   0.001                100                  309.0                11.0                
0                    0                    300                  13                   0.001                100                  283.0                13.0                
0                    0                    291                  12                   0.001                100                  278.0                12.0                
0                    0                    275                  14                   0.001                100                  267.0                14.0                
0                    0                    216                  10                   0.001                100                  212.0                9.0                 
0                    0                    349                  12                   0.001                100                  328.0                11.0                
0                    0                    226                  10                   0.001                100                  221.0                9.0                 
0                    0                    226                  11                   0.001                100                  211.0                10.0                
0                    0                    373                  12                   0.001                100                  353.0                11.0                
0                    0                    379                  14                   0.001                100                  360.0                13.0                
0                    0                    342                  15                   0.002                100                  311.0                15.0                
0                    0                    246                  9                    0.001                100                  234.0                9.0                 
0                    0                    231                  10                   0.001                100                  224.0                10.0                
0                    0                    252                  10                   0.001                100                  238.0                10.0                
0                    0                    293                  15                   0.001                100                  277.0                14.0                
0                    0                    259                  9                    0.001                100                  245.0                9.0                 
0                    0                    300                  13                   0.001                100                  282.0                12.0                
0                    0                    303                  12                   0.001                100                  273.0                11.0                
0                    0                    325                  12                   0.001                100                  310.0                12.0                
0                    0                    204                  10                   0.001                100                  201.0                10.0                
0                    0                    288                  12                   0.001                100                  268.0                11.0                
0                    0                    221                  9                    0.001                100                  218.0                9.0                 
0                    0                    221                  9                    0.001                100                  218.0                9.0                 
0                    0                    263                  12                   0.001                100                  247.0                11.0                
0                    0                    333                  13                   0.001                100                  312.0                12.0                
0                    0                    414                  14                   0.001                100                  393.0                14.0                
0                    0                    278                  9                    0.001                100                  272.0                9.0                 
0                    0                    261                  8                    0.001                100                  252.0                8.0                 
0                    0                    243                  10                   0.001                100                  226.0                10.0                
0                    0                    342                  10                   0.001                100                  321.0                10.0                
0                    0                    299                  11                   0.001                100                  287.0                11.0                
0                    0                    292                  9                    0.001                100                  277.0                9.0                 
0                    0                    256                  10                   0.001                100                  246.0                9.0                 
0                    0                    341                  12                   0.002                100                  310.0                11.0                
0                    0                    289                  9                    0.001                100                  272.0                9.0                 
0                    0                    310                  10                   0.001                100                  293.0                10.0                
0                    0                    331                  11                   0.001                100                  314.0                11.0                
0                    0                    312                  12                   0.002                100                  297.0                12.0                
0                    0                    371                  11                   0.001                100                  344.0                10.0                
0                    0                    345                  11                   0.001                100                  332.0                10.0                
0                    0                    305                  11                   0.001                100                  281.0                9.0                 
0                    0                    278                  10                   0.001                100                  263.0                10.0                
0                    0                    311                  11                   0.002                100                  292.0                11.0                
0                    0                    290                  10                   0.001                100                  272.0                10.0                
0                    0                    297                  10                   0.001                100                  273.0                10.0                
0                    0                    217                  8                    0.001                100                  213.0                8.0                 
0                    0                    317                  11                   0.001                100                  304.0                10.0                
0                    0                    277                  9                    0.001                100                  267.0                9.0                 
0                    0                    312                  11                   0.002                100                  300.0                11.0                
0                    0                    259                  10                   0.001                100                  236.0                9.0                 
0                    0                    277                  10                   0.001                100                  261.0                9.0                 
0                    0                    374                  11                   0.002                100                  338.0                11.0                
0                    0                    249                  8                    0.001                100                  229.0                8.0                 
0                    0                    299                  10                   0.001                100                  287.0                10.0                
0                    0                    317                  11                   0.002                100                  303.0                11.0                
0                    0                    385                  13                   0.003                100                  362.0                12.0                
0                    0                    264                  9                    0.002                100                  246.0                9.0                 
0                    0                    347                  11                   0.002                100                  339.0                11.0                
0                    0                    373                  13                   0.002                100                  346.0                11.0                
0                    0                    360                  12                   0.002                100                  330.0                11.0                
0                    0                    265                  8                    0.001                100                  257.0                8.0                 
0                    0                    425                  13                   0.002                100                  382.0                12.0                
0                    0                    253                  8                    0.001                100                  252.0                8.0                 
0                    0                    311                  11                   0.001                100                  301.0                11.0                
0                    0                    297                  11                   0.002                100                  282.0                11.0                
0                    0                    345                  11                   0.002                100                  333.0                10.0                
0                    0                    362                  11                   0.002                100                  318.0                11.0                
0                    0                    393                  14                   0.003                100                  365.0                14.0                
0                    0                    452                  13                   0.002                100                  444.0                12.0                
0                    0                    371                  10                   0.002                100                  362.0                10.0                
0                    0                    379                  12                   0.001                100                  360.0                11.0                
0                    0                    417                  11                   0.002                100                  375.0                11.0                
0                    0                    459                  14                   0.002                100                  448.0                13.0                
0                    0                    267                  11                   0.002                100                  261.0                11.0                
0                    0                    301                  9                    0.002                100                  288.0                9.0                 
0                    0                    435                  15                   0.002                100                  394.0                14.0                
0                    0                    268                  9                    0.001                100                  255.0                8.0                 
0                    0                    326                  12                   0.002                100                  309.0                11.0                
0                    0                    399                  12                   0.002                100                  378.0                12.0                
0                    0                    281                  10                   0.001                100                  263.0                9.0                 
0                    0                    300                  12                   0.001                100                  280.0                11.0                
0                    0                    378                  13                   0.002                100                  360.0                13.0                
0                    0                    344                  11                   0.001                100                  328.0                11.0                
0                    0                    319                  10                   0.001                100                  296.0                10.0                
0                    0                    375                  12                   0.002                100                  344.0                12.0                
0                    0                    283                  10                   0.001                100                  269.0                9.0                 
0                    0                    241                  7                    0.001                100                  230.0                7.0                 
0                    0                    344                  13                   0.003                100                  324.0                13.0                
0                    0                    260                  9                    0.001                100                  253.0                8.0                 
0                    0                    439                  14                   0.002                100                  425.0                13.0                
0                    0                    513                  13                   0.002                100                  477.0                13.0                
0                    0                    316                  13                   0.002                100                  294.0                12.0                
0                    0                    314                  12                   0.002                100                  290.0                12.0                
0                    0                    339                  10                   0.001                100                  323.0                10.0                
0                    0                    380                  11                   0.001                100                  350.0                11.0                
0                    0                    297                  9                    0.001                100                  271.0                9.0                 
0                    0                    384                  12                   0.002                100                  364.0                11.0                
0                    0                    281                  10                   0.001                100                  257.0                10.0                
0                    0                    333                  12                   0.002                100                  317.0                12.0                
0                    0                    327                  10                   0.001                100                  310.0                9.0                 
0                    0                    291                  11                   0.001                100                  271.0                10.0                
0                    0                    312                  13                   0.003                100                  287.0                12.0                
0                    0                    251                  10                   0.001                100                  247.0                10.0                
0                    0                    308                  10                   0.001                100                  300.0                10.0                
0                    0                    307                  11                   0.002                100                  295.0                11.0                
0                    0                    257                  10                   0.001                100                  248.0                10.0                
0                    0                    388                  18                   0.002                100                  365.0                13.0                
0                    0                    288                  10                   0.001                100                  259.0                8.0                 
0                    0                    270                  9                    0.001                100                  255.0                8.0                 
0                    0                    274                  9                    0.001                100                  259.0                9.0                 
0                    0                    246                  9                    0.001                100                  241.0                8.0                 
0                    0                    334                  12                   0.002                100                  319.0                11.0                
0                    0                    337                  11                   0.001                100                  319.0                11.0                
0                    0                    339                  9                    0.001                100                  329.0                9.0                 
0                    0                    296                  9                    0.001                100                  281.0                9.0                 
0                    0                    335                  13                   0.002                100                  314.0                12.0                
0                    0                    292                  10                   0.001                100                  283.0                10.0                
0                    0                    299                  10                   0.001                100                  289.0                9.0                 
0                    0                    412                  11                   0.002                100                  387.0                11.0                
0                    0                    264                  9                    0.001                100                  254.0                9.0                 
0                    0                    342                  11                   0.001                100                  318.0                10.0                
0                    0                    350                  11                   0.002                100                  336.0                11.0                
0                    0                    299                  11                   0.002                100                  291.0                11.0                
0                    0                    313                  11                   0.001                100                  305.0                10.0                
0                    0                    335                  10                   0.001                100                  322.0                9.0                 
0                    0                    307                  13                   0.002                100                  303.0                13.0                
0                    0                    378                  11                   0.002                100                  365.0                11.0                
0                    0                    286                  8                    0.001                100                  282.0                8.0                 
0                    0                    321                  12                   0.001                100                  286.0                12.0                
0                    0                    245                  9                    0.002                100                  232.0                9.0                 
0                    0                    351                  11                   0.001                100                  336.0                11.0                
0                    0                    292                  10                   0.001                100                  264.0                10.0                
0                    0                    277                  10                   0.001                100                  265.0                9.0                 
0                    0                    282                  11                   0.001                100                  275.0                9.0                 
0                    0                    320                  10                   0.001                100                  296.0                9.0                 
0                    0                    456                  14                   0.002                100                  412.0                13.0                
0                    0                    390                  11                   0.001                100                  375.0                10.0                
0                    0                    249                  9                    0.001                100                  242.0                9.0                 
0                    0                    319                  10                   0.001                100                  304.0                10.0                
0                    0                    360                  16                   0.002                100                  330.0                12.0                
0                    0                    304                  11                   0.001                100                  287.0                10.0                
0                    0                    261                  8                    0.001                100                  247.0                8.0                 
0                    0                    325                  11                   0.001                100                  317.0                10.0                
0                    0                    379                  14                   0.002                100                  371.0                14.0                
0                    0                    398                  13                   0.002                100                  363.0                12.0                
0                    0                    357                  12                   0.001                100                  324.0                12.0                
0                    0                    359                  10                   0.001                100                  343.0                10.0                
0                    0                    481                  14                   0.002                100                  466.0                13.0                
0                    0                    282                  10                   0.001                100                  276.0                9.0                 
0                    0                    300                  12                   0.001                100                  273.0                9.0                 
0                    0                    302                  11                   0.001                100                  291.0                11.0                
0                    0                    367                  12                   0.002                100                  344.0                11.0                
0                    0                    290                  11                   0.002                100                  261.0                10.0                
0                    0                    256                  9                    0.001                100                  247.0                9.0                 
0                    0                    264                  8                    0.001                100                  255.0                8.0                 
0                    0                    467                  16                   0.003                100                  442.0                15.0                
0                    0                    315                  11                   0.002                100                  301.0                11.0                
0                    0                    306                  10                   0.001                100                  292.0                9.0                 
0                    0                    341                  11                   0.001                100                  308.0                11.0                
0                    0                    344                  11                   0.001                100                  326.0                10.0                
0                    0                    299                  9                    0.001                100                  288.0                9.0                 
0                    0                    438                  13                   0.001                100                  417.0                10.0                
0                    0                    281                  11                   0.001                100                  267.0                10.0                
0                    0                    302                  12                   0.001                100                  288.0                11.0                
0                    0                    322                  10                   0.001                100                  309.0                10.0                
0                    0                    295                  13                   0.002                100                  269.0                13.0                
0                    0                    439                  12                   0.002                100                  417.0                11.0                
0                    0                    312                  11                   0.001                100                  302.0                10.0                
0                    0                    310                  11                   0.001                100                  285.0                10.0                
0                    0                    273                  8                    0.001                100                  268.0                8.0                 
0                    0                    292                  10                   0.002                100                  264.0                9.0                 
0                    0                    334                  13                   0.002                100                  310.0                13.0                
0                    0                    300                  9                    0.001                100                  291.0                9.0                 
0                    0                    406                  13                   0.003                100                  383.0                13.0                
0                    0                    322                  10                   0.001                100                  302.0                10.0                
0                    0                    317                  10                   0.001                100                  303.0                10.0                
0                    0                    337                  12                   0.002                100                  305.0                12.0                
0                    0                    320                  11                   0.001                100                  302.0                10.0                
0                    0                    397                  12                   0.001                100                  365.0                11.0                
0                    0                    282                  9                    0.001                100                  261.0                9.0                 
0                    0                    334                  10                   0.001                100                  329.0                9.0                 
0                    0                    223                  8                    0.001                100                  213.0                7.0                 
0                    0                    340                  10                   0.001                100                  310.0                9.0                 
0                    0                    246                  9                    0.001                100                  224.0                9.0                 
0                    0                    251                  8                    0.001                100                  241.0                7.0                 
0                    0                    327                  10                   0.001                100                  313.0                9.0                 
0                    0                    293                  9                    0.001                100                  274.0                9.0                 
0                    0                    347                  9                    0.001                100                  328.0                9.0                 
0                    0                    335                  10                   0.002                100                  323.0                10.0                
0                    0                    406                  13                   0.002                100                  378.0                12.0                
0                    0                    300                  11                   0.001                100                  283.0                10.0                
0                    0                    355                  15                   0.002                100                  329.0                11.0                
0                    0                    279                  8                    0.001                100                  268.0                8.0                 
0                    0                    401                  13                   0.002                100                  362.0                12.0                
0                    0                    262                  12                   0.001                100                  248.0                10.0                
0                    0                    299                  11                   0.002                100                  280.0                11.0                
0                    0                    343                  13                   0.002                100                  333.0                13.0                
0                    0                    364                  12                   0.001                100                  329.0                11.0                
0                    0                    356                  11                   0.002                100                  341.0                11.0                
0                    0                    272                  10                   0.001                100                  258.0                9.0                 
0                    0                    249                  9                    0.001                100                  239.0                8.0                 
0                    0                    249                  9                    0.001                100                  240.0                8.0                 
0                    0                    325                  12                   0.002                100                  299.0                12.0                
0                    0                    330                  11                   0.001                100                  312.0                11.0                
0                    0                    367                  12                   0.002                100                  356.0                12.0                
0                    0                    305                  9                    0.001                100                  282.0                8.0                 
0                    0                    307                  10                   0.001                100                  296.0                10.0                
0                    0                    350                  14                   0.002                100                  336.0                13.0                
0                    0                    310                  11                   0.001                100                  294.0                10.0                
0                    0                    346                  12                   0.001                100                  311.0                10.0                
0                    0                    413                  12                   0.001                100                  389.0                11.0                
0                    0                    293                  9                    0.001                100                  286.0                8.0                 
0                    0                    347                  11                   0.002                100                  329.0                11.0                
0                    0                    249                  11                   0.001                100                  231.0                10.0                
0                    0                    349                  12                   0.001                100                  331.0                12.0                
0                    0                    293                  10                   0.002                100                  283.0                10.0                
0                    0                    282                  9                    0.001                100                  274.0                9.0                 
0                    0                    245                  9                    0.001                100                  234.0                8.0                 
0                    0                    362                  13                   0.002                100                  345.0                12.0                
0                    0                    292                  11                   0.001                100                  265.0                10.0                
0                    0                    334                  12                   0.002                100                  312.0                11.0                
0                    0                    301                  10                   0.001                100                  293.0                9.0                 
0                    0                    236                  9                    0.001                100                  224.0                8.0                 
0                    0                    344                  13                   0.002                100                  320.0                12.0                
0                    0                    377                  11                   0.002                100                  364.0                11.0                
0                    0                    277                  10                   0.002                100                  261.0                10.0                
0                    0                    297                  12                   0.002                100                  277.0                12.0                
0                    0                    256                  8                    0.001                100                  245.0                8.0                 
0                    0                    335                  11                   0.001                100                  313.0                9.0                 
0                    0                    386                  15                   0.003                100                  342.0                15.0                
0                    0                    292                  8                    0.001                100                  281.0                8.0                 
0                    0                    305                  10                   0.001                100                  302.0                10.0                
0                    0                    316                  11                   0.001                100                  296.0                10.0                
0                    0                    288                  10                   0.001                100                  266.0                10.0                
0                    0                    316                  11                   0.002                100                  299.0                11.0                
0                    0                    259                  7                    0.001                100                  249.0                7.0                 
0                    0                    288                  11                   0.001                100                  281.0                10.0                
0                    0                    406                  14                   0.002                100                  380.0                13.0                
0                    0                    375                  12                   0.002                100                  358.0                11.0                
0                    0                    341                  12                   0.001                100                  325.0                11.0                
0                    0                    305                  9                    0.001                100                  295.0                9.0                 
0                    0                    383                  12                   0.002                100                  362.0                11.0                
0                    0                    394                  12                   0.001                100                  378.0                11.0                
0                    0                    344                  14                   0.002                100                  330.0                13.0                
0                    0                    421                  13                   0.002                100                  409.0                11.0                
0                    0                    232                  8                    0.001                100                  230.0                8.0                 
0                    0                    262                  10                   0.001                100                  259.0                10.0                
